account_id,score,segment,shap_1_name,shap_1_value,shap_2_name,shap_2_value,shap_3_name,shap_3_value
2910,0.081,Low,avg_standing_order_amount,3.3653,avg_transaction_amount,-2.4649,account_age_days,2.1668
8327,0.8117,High,avg_monthly_transaction_count,7.2164,avg_standing_order_amount,2.533,balance_volatility,1.2905
2728,0.8115,High,avg_standing_order_amount,5.3015,avg_monthly_transaction_count,2.4779,transaction_trend,1.1291
10711,0.0559,Low,avg_monthly_transaction_count,5.0129,avg_standing_order_amount,-2.9672,avg_balance,-2.1494
4660,0.8114,High,avg_monthly_transaction_count,6.2164,district_crimes_count,2.4978,district_urban_ratio,1.4653
9510,0.8096,High,avg_standing_order_amount,2.2435,avg_transaction_amount,2.1891,transaction_trend,1.1964
7594,0.8116,High,avg_monthly_transaction_count,11.951,balance_volatility,0.8843,avg_transaction_amount,0.8396
7890,0.057,Low,avg_monthly_transaction_count,1.9216,avg_standing_order_amount,0.995,credit_debit_ratio,-0.7591
7857,0.8119,High,avg_monthly_transaction_count,11.09,avg_standing_order_amount,2.0423,credit_debit_ratio,0.9338
854,0.0889,Low,avg_monthly_transaction_count,6.4069,avg_standing_order_amount,-2.2658,transaction_trend,0.8268
11317,0.8117,High,avg_monthly_transaction_count,9.8996,avg_standing_order_amount,2.4065,district_avg_salary,1.406
813,0.0962,Low,avg_standing_order_amount,3.1092,avg_transaction_amount,2.2949,account_age_days,-2.1313
11079,0.7346,High,avg_monthly_transaction_count,3.5259,avg_standing_order_amount,2.7027,district_avg_salary,1.2712
5591,0.81,High,avg_monthly_transaction_count,11.364,avg_standing_order_amount,-0.7144,client_age,0.6991
1603,0.8106,High,avg_monthly_transaction_count,5.6805,avg_standing_order_amount,2.2619,total_transaction_count,1.3141
4342,0.8117,High,avg_monthly_transaction_count,5.2294,avg_standing_order_amount,4.7052,balance_volatility,1.5459
1375,0.8097,High,avg_monthly_transaction_count,4.2182,avg_standing_order_amount,2.3663,district_avg_salary,1.0747
5313,0.7357,High,avg_monthly_transaction_count,7.844,avg_standing_order_amount,1.3945,avg_transaction_amount,0.8795
1374,0.8113,High,avg_standing_order_amount,3.0193,avg_monthly_transaction_count,2.7118,district_avg_salary,1.5082
2720,0.7098,High,avg_monthly_transaction_count,10.0024,avg_standing_order_amount,1.8234,district_avg_salary,-1.4046
9560,0.8108,High,avg_standing_order_amount,4.8426,balance_volatility,3.0063,avg_transaction_amount,1.9246
2167,0.8112,High,avg_standing_order_amount,4.8129,avg_monthly_transaction_count,3.8976,credit_debit_ratio,1.0247
3455,0.8116,High,balance_volatility,3.4016,avg_transaction_amount,2.9643,avg_standing_order_amount,2.9414
8321,0.8115,High,avg_monthly_transaction_count,6.734,avg_standing_order_amount,3.4814,total_transaction_count,0.7677
8772,0.8118,High,avg_monthly_transaction_count,3.9049,avg_standing_order_amount,3.1725,avg_balance,2.7358
8645,0.8119,High,avg_monthly_transaction_count,5.8485,avg_standing_order_amount,4.7643,standing_order_count,1.2933
4949,0.1051,Low,avg_standing_order_amount,3.2271,balance_volatility,1.9717,account_age_days,1.2631
1447,0.8113,High,avg_standing_order_amount,3.4824,account_age_days,1.6697,standing_order_count,1.5555
5164,0.8114,High,avg_standing_order_amount,2.2859,transaction_trend,2.0956,avg_balance,2.0814
4725,0.0568,Low,avg_monthly_transaction_count,-2.3667,standing_order_count,1.686,avg_standing_order_amount,1.284
5283,0.1378,Low,avg_standing_order_amount,4.4612,avg_transaction_amount,-1.4919,avg_monthly_transaction_count,1.4006
7565,0.8111,High,avg_monthly_transaction_count,5.2829,avg_standing_order_amount,2.493,credit_debit_ratio,1.0888
11328,0.8107,High,balance_volatility,2.7547,avg_monthly_transaction_count,2.0102,avg_transaction_amount,1.9221
7907,0.8116,High,avg_standing_order_amount,5.2723,avg_monthly_transaction_count,4.1159,balance_volatility,1.4752
5196,0.7935,High,avg_standing_order_amount,5.1875,avg_monthly_transaction_count,3.614,avg_balance,-1.5405
5632,0.8111,High,avg_monthly_transaction_count,3.3452,balance_volatility,2.3257,avg_standing_order_amount,2.0687
2106,0.8114,High,avg_standing_order_amount,3.9433,standing_order_count,2.0664,avg_transaction_amount,1.7251
4650,0.8115,High,avg_monthly_transaction_count,5.933,avg_standing_order_amount,2.3099,client_age,1.306
110,0.0608,Low,avg_monthly_transaction_count,3.0519,avg_transaction_amount,0.8509,transaction_trend,0.5004
132,0.8113,High,avg_standing_order_amount,3.7902,avg_monthly_transaction_count,2.5809,avg_transaction_amount,1.9833
2936,0.8114,High,avg_standing_order_amount,4.398,avg_monthly_transaction_count,1.7624,standing_order_count,1.7409
11111,0.1259,Low,avg_monthly_transaction_count,3.2629,avg_standing_order_amount,1.3411,balance_volatility,1.301
9645,0.8111,High,avg_standing_order_amount,4.2279,avg_monthly_transaction_count,3.6534,credit_debit_ratio,1.2288
9677,0.8109,High,avg_monthly_transaction_count,3.2444,avg_standing_order_amount,3.0408,account_age_days,1.2133
544,0.0566,Low,avg_transaction_amount,1.2659,avg_monthly_transaction_count,0.9964,standing_order_count,0.8256
5118,0.8111,High,avg_monthly_transaction_count,5.1925,avg_transaction_amount,1.3086,transaction_trend,1.0277
67,0.7918,High,avg_monthly_transaction_count,4.666,avg_standing_order_amount,2.4888,credit_debit_ratio,0.9636
9235,0.2888,Low,avg_monthly_transaction_count,2.8724,standing_order_count,2.8515,avg_transaction_amount,1.0435
9201,0.8114,High,avg_monthly_transaction_count,6.4242,avg_standing_order_amount,4.9561,standing_order_count,1.4067
9179,0.8114,High,avg_monthly_transaction_count,3.6478,avg_standing_order_amount,1.7537,standing_order_count,1.6577
8405,0.812,High,avg_monthly_transaction_count,14.101,avg_standing_order_amount,1.543,credit_debit_ratio,0.7113
10789,0.812,High,avg_monthly_transaction_count,13.7117,avg_standing_order_amount,1.9751,avg_balance,-1.0094
4616,0.3655,Low,avg_monthly_transaction_count,5.1425,avg_standing_order_amount,4.4761,avg_balance,-1.2123
9583,0.8115,High,avg_standing_order_amount,4.7216,avg_monthly_transaction_count,4.3627,standing_order_count,1.2328
5395,0.811,High,avg_monthly_transaction_count,3.3767,avg_standing_order_amount,2.4317,balance_volatility,1.9149
4099,0.8105,High,avg_monthly_transaction_count,7.1035,account_age_days,1.2325,avg_transaction_amount,1.1838
11141,0.79,High,avg_monthly_transaction_count,4.4358,standing_order_count,1.8977,balance_volatility,1.331
8972,0.8105,High,avg_monthly_transaction_count,6.4154,account_age_days,1.1749,credit_debit_ratio,1.1692
440,0.8105,High,avg_monthly_transaction_count,3.0543,avg_standing_order_amount,2.4397,avg_transaction_amount,1.1679
9513,0.811,High,avg_monthly_transaction_count,3.6331,avg_standing_order_amount,2.6785,avg_transaction_amount,1.1385
9493,0.8114,High,avg_monthly_transaction_count,5.5032,avg_standing_order_amount,4.6999,avg_transaction_amount,1.2117
3906,0.5785,Medium,avg_transaction_amount,3.1399,avg_standing_order_amount,2.9893,balance_volatility,1.9657
5774,0.7888,High,avg_monthly_transaction_count,5.0211,avg_standing_order_amount,1.8099,credit_debit_ratio,0.7958
9227,0.8117,High,avg_monthly_transaction_count,5.1215,avg_balance,3.0485,account_age_days,2.352
2872,0.8116,High,avg_monthly_transaction_count,3.3969,avg_standing_order_amount,3.142,avg_balance,2.6414
3804,0.8112,High,avg_monthly_transaction_count,7.1169,avg_standing_order_amount,2.0597,credit_debit_ratio,1.3218
8320,0.8117,High,avg_standing_order_amount,4.7221,avg_monthly_transaction_count,4.427,credit_debit_ratio,1.2076
1766,0.812,High,avg_monthly_transaction_count,13.3837,avg_standing_order_amount,-0.8525,avg_transaction_amount,0.8499
5944,0.1862,Low,avg_monthly_transaction_count,2.2565,avg_standing_order_amount,1.2099,avg_transaction_amount,1.139
5912,0.8115,High,avg_standing_order_amount,4.005,standing_order_count,1.8081,account_age_days,1.663
97,0.8114,High,avg_monthly_transaction_count,9.6435,avg_transaction_amount,1.0568,avg_standing_order_amount,0.9755
10652,0.8104,High,avg_monthly_transaction_count,3.8272,avg_transaction_amount,1.6836,account_age_days,1.2279
3293,0.8116,High,avg_monthly_transaction_count,12.8751,account_age_days,1.0358,balance_volatility,0.7189
9730,0.0603,Low,avg_monthly_transaction_count,2.4963,account_age_days,0.9569,district_urban_ratio,-0.5683
10440,0.8103,High,avg_monthly_transaction_count,5.667,avg_transaction_amount,1.2463,transaction_trend,0.8823
1252,0.8102,High,avg_monthly_transaction_count,2.16,avg_standing_order_amount,1.8232,avg_transaction_amount,1.7531
2035,0.8118,High,avg_monthly_transaction_count,11.9985,avg_standing_order_amount,1.3878,avg_transaction_amount,0.7833
4576,0.157,Low,avg_monthly_transaction_count,3.4389,avg_standing_order_amount,0.9823,avg_transaction_amount,0.8733
8784,0.8051,High,avg_monthly_transaction_count,5.0245,avg_standing_order_amount,4.0336,avg_transaction_amount,0.9334
4774,0.8112,High,avg_monthly_transaction_count,5.1382,avg_standing_order_amount,4.6471,avg_balance,0.9008
4784,0.8109,High,avg_transaction_amount,3.1192,account_age_days,2.297,avg_standing_order_amount,2.0516
9167,0.812,High,avg_monthly_transaction_count,13.3502,avg_transaction_amount,0.9742,avg_standing_order_amount,0.9591
11349,0.8106,High,avg_monthly_transaction_count,4.9036,avg_standing_order_amount,4.6065,standing_order_count,1.4682
5385,0.8115,High,avg_standing_order_amount,4.8875,avg_monthly_transaction_count,4.8172,standing_order_count,1.1471
8931,0.8119,High,avg_monthly_transaction_count,12.1547,balance_volatility,1.9749,avg_standing_order_amount,1.3184
9869,0.8108,High,avg_monthly_transaction_count,4.6086,avg_standing_order_amount,2.7876,client_age,1.3013
7240,0.1763,Low,avg_standing_order_amount,3.6553,standing_order_count,1.6624,district_avg_salary,-1.278
3556,0.8106,High,avg_monthly_transaction_count,3.8396,account_age_days,1.7006,avg_standing_order_amount,1.3533
1407,0.8118,High,avg_monthly_transaction_count,9.9399,avg_standing_order_amount,2.4778,district_avg_salary,1.4592
3664,0.8114,High,avg_standing_order_amount,3.268,avg_monthly_transaction_count,2.6757,avg_transaction_amount,2.4408
9548,0.8115,High,avg_standing_order_amount,3.5771,avg_monthly_transaction_count,2.2867,balance_volatility,1.565
9627,0.8115,High,avg_standing_order_amount,3.4263,avg_monthly_transaction_count,3.3173,balance_volatility,2.8263
10478,0.8024,High,balance_volatility,4.3744,avg_standing_order_amount,2.1842,avg_transaction_amount,1.8398
8129,0.8105,High,avg_monthly_transaction_count,3.9561,avg_standing_order_amount,3.3306,credit_debit_ratio,1.1384
8492,0.8098,High,avg_monthly_transaction_count,5.7706,avg_standing_order_amount,2.1376,avg_transaction_amount,0.8716
8505,0.8107,High,avg_monthly_transaction_count,4.6289,standing_order_count,1.8884,avg_standing_order_amount,1.5989
3907,0.8112,High,balance_volatility,5.3515,avg_standing_order_amount,3.101,avg_transaction_amount,2.2454
993,0.0559,Low,avg_monthly_transaction_count,-3.7679,balance_volatility,1.2526,transaction_trend,-0.8593
10762,0.0658,Low,avg_monthly_transaction_count,2.0484,avg_standing_order_amount,1.3312,avg_transaction_amount,0.9864
5742,0.8109,High,balance_volatility,2.6325,avg_standing_order_amount,2.4504,avg_monthly_transaction_count,2.0169
2246,0.8115,High,balance_volatility,4.0403,avg_standing_order_amount,3.1356,avg_transaction_amount,2.489
5445,0.7986,High,avg_monthly_transaction_count,8.1151,avg_standing_order_amount,-1.1735,transaction_trend,0.9335
10019,0.8103,High,balance_volatility,3.1208,avg_standing_order_amount,2.3329,avg_monthly_transaction_count,2.0832
2245,0.0709,Low,avg_standing_order_amount,2.828,balance_volatility,1.7815,account_age_days,-1.6799
960,0.8111,High,avg_monthly_transaction_count,5.1998,avg_standing_order_amount,2.8987,credit_debit_ratio,1.1997
789,0.0566,Low,avg_monthly_transaction_count,1.802,avg_standing_order_amount,-1.7326,standing_order_count,0.9799
10774,0.8115,High,avg_standing_order_amount,4.5851,avg_monthly_transaction_count,3.4731,standing_order_count,1.5496
4631,0.811,High,balance_volatility,2.9599,avg_transaction_amount,2.2389,transaction_trend,1.6266
11054,0.8109,High,avg_standing_order_amount,4.7824,avg_monthly_transaction_count,3.7731,standing_order_count,1.1732
9494,0.8117,High,avg_standing_order_amount,5.5104,avg_monthly_transaction_count,3.583,standing_order_count,1.2563
5481,0.7989,High,avg_monthly_transaction_count,3.9376,avg_standing_order_amount,2.0907,standing_order_count,1.5586
10364,0.8104,High,avg_monthly_transaction_count,4.3708,avg_standing_order_amount,2.3867,transaction_trend,1.3791
4414,0.7518,High,avg_monthly_transaction_count,5.858,avg_standing_order_amount,1.9997,standing_order_count,0.6487
1284,0.0585,Low,avg_transaction_amount,2.0335,balance_volatility,1.8151,avg_monthly_transaction_count,-1.5251
7607,0.8104,High,avg_monthly_transaction_count,5.4732,avg_standing_order_amount,2.2017,credit_debit_ratio,1.167
6425,0.6112,Medium,avg_monthly_transaction_count,3.9542,standing_order_count,1.4217,avg_standing_order_amount,1.1403
38,0.8118,High,avg_monthly_transaction_count,7.3008,account_age_days,1.4933,total_credit_amount,0.8549
9377,0.8117,High,avg_monthly_transaction_count,8.6457,avg_standing_order_amount,2.0334,credit_debit_ratio,1.2268
4999,0.8112,High,avg_monthly_transaction_count,4.8071,avg_standing_order_amount,4.6216,balance_volatility,1.505
11135,0.809,High,avg_monthly_transaction_count,4.1001,avg_standing_order_amount,2.2088,credit_debit_ratio,1.1079
339,0.3812,Low,avg_monthly_transaction_count,5.1287,avg_standing_order_amount,1.2681,avg_balance,-1.016
8523,0.8114,High,avg_monthly_transaction_count,4.528,avg_standing_order_amount,2.7767,balance_volatility,1.3379
6701,0.7348,High,avg_monthly_transaction_count,3.6377,standing_order_count,2.1112,account_age_days,-1.2923
6856,0.8116,High,avg_monthly_transaction_count,7.0313,avg_standing_order_amount,2.9664,credit_debit_ratio,1.3547
9640,0.8119,High,avg_monthly_transaction_count,5.9104,avg_standing_order_amount,5.1295,balance_volatility,1.3517
3953,0.8115,High,avg_monthly_transaction_count,5.0098,avg_standing_order_amount,2.9874,balance_volatility,1.5715
1011,0.8114,High,avg_monthly_transaction_count,5.0347,avg_standing_order_amount,4.7366,avg_transaction_amount,0.9916
5477,0.8118,High,avg_standing_order_amount,5.9199,avg_monthly_transaction_count,5.1268,balance_volatility,1.5912
2116,0.8101,High,avg_monthly_transaction_count,4.8337,avg_standing_order_amount,2.33,credit_debit_ratio,1.1256
6434,0.0603,Low,balance_volatility,2.1077,avg_standing_order_amount,1.2452,avg_transaction_amount,1.0202
5256,0.8111,High,avg_monthly_transaction_count,4.3917,avg_standing_order_amount,2.4684,balance_volatility,2.0951
2994,0.81,High,avg_monthly_transaction_count,3.8607,transaction_trend,1.2847,avg_transaction_amount,1.1853
2456,0.8069,High,avg_standing_order_amount,5.0747,avg_monthly_transaction_count,3.8074,standing_order_count,0.962
5270,0.8108,High,avg_monthly_transaction_count,3.955,standing_order_count,2.1318,avg_standing_order_amount,2.1106
6649,0.0564,Low,avg_monthly_transaction_count,-3.2868,balance_volatility,1.6272,avg_transaction_amount,1.0301
6678,0.7776,High,avg_monthly_transaction_count,4.5845,avg_standing_order_amount,3.6723,balance_volatility,1.3491
7765,0.8109,High,avg_standing_order_amount,4.642,avg_monthly_transaction_count,3.0723,balance_volatility,1.3273
